rigmarole,  你个rig马ma夫的角色role还想说冗长的废话？,
remonstrate demonstrate, 再来示威就是在抗议、 抱怨了。,
racket,   一球拍再怎么闹，过再花天酒地的生活，也变不了一筒火箭。,
racketeer, 用球拍讹e人er， 肯定是敲诈。,
feisty  , 非常有风格的人都 好斗好争论。,
riffle rifle,  来复枪的出现引起 涟漪。,
retrench, 再挖几条壕沟（trench)， 不要消减这开支， 丢了性命。,
renounce,  再讲几次我就放弃，并与你决裂！,
rapscallion,   rap 规模像狮子一样大的都是流氓、恶棍,
puffery,  怕费里这个门将拍太过夸大的广告，吹得不行。,
bedizen,  床的禅在于华丽地去装饰,
excruciate,  强行ex把人变粗鲁， 这不是在折磨人，让人苦恼吗,
foreclose,  在前面关上门， 就阻止了我。,
piebald,  饼图并不光秃，他是花斑色的。,
peer,  凝视的一般只有同地位的人，怀疑他们。,
panoramic,  盘pan里或许or是am 种子的全景总览,
excogitate,ex前任的 柯基cogi 它t很会提出想法。,
moral,蒙m在口头上oral 的才是道德。,
gape,  惊讶地张大嘴，像缺口gap一样发了一声呃e,
sequacious, sequ 跟随， cious 多的， 跟随多的就是盲从的
sequela, sequ 跟随， la， 跟随安e拉la，成为继承者，结果就是这样
abduct, 阿布引导duct小孩，是为了绑架。,
negate, 呐ne个门gate神否定了你，你的努力都无效了,
abnegate,阿布ab的那个门神否定、放弃了你， 你只能投降。,
abort abortive, 流产的夫妻一般没有结果。,
abrupt, ,
acarpous, 一吹毛求疵的鲤鱼树上是不会结果实的。,
acerbity , acerb 酸。 王牌在日本会被酸死的,
achromatic,  谷歌浏览器本来是彩色的， 这一个是无色的。,
actuate , 使行动,
adduce  ,广告通过举出例子也能毒死duce，,
addle ,加东西多了反而会 腐坏、变质。,
adlib , 广告的lib文件坏了，只能临时即时发挥了。,
advert , 广告一再翻转vert， 终于被人注意到， 并谈到了。,
aftermath,  学数学后的后果就是 没有任何余波。,
ailment , ,
ambrosial, 我是am兄弟bros的话ial，就会分享特别 美味、 芳香的食物。,
amiss , 一错过就可能成错误。,
aperture,打喷嚏时 啊 扑 qi（ture)， 一个孔出气,
arraign,"由arrange(安排)到arraign(审讯) →安排对犯人审讯, 好好指责犯人",
asinine,就像我的九个兄弟 那样蠢，驴子一样的,
askance,"只是想问一下ask什么情况ance名词后缀, 所以斜眼看一下",
astigmatic,a+stigma(污点)+tic→看不见污点→散光的,
atone,分割分忆：at-one(一次性补偿),atone for
attire,女性在at很累的时候tire，也要打扮， 穿好的衣服,
auspice,澳大利亚也喜欢香料了， 这真是个好兆头。,
attrition,属性attribution不bu能摩擦磨损attrition，,
auricular,,
baffle,爸服了，这题使爸困惑，受挫折了,
balk,球ball变卡k了， 肯定是遇到障碍，才突然止步不前,
bamboozle,竹子搬不走， 只能 隐瞒情况来欺骗别人了,
avocation,a+vocation(职业) 非正规职业 副业,
sequela,跟随着啦， 结果就成了后继人,
bawl,b+awl(尖钻)，被尖钻戳到而大喊,
beatific,beat(幸福)+ific→幸福的  打beat怪如果if能掉ic卡就真是非常幸福、快乐的,
beckon,"在我头上on招手beck, 示意我回去 back, ",
bedraggle,我真是被拖drag 够了gle，  弄得又湿又脏,
befuddle,你的比划都让我更加迷惑了,
beget,,
behold,是be他拿到的hold， 我看到了,
beholden holden, 不饿的猴子一蹬腿，留下来表示自己的感谢。
bemuse,"我是be在冥想muse, 看上去像发呆",
,,
abet,"我敢打一次赌bet, 你帮不了他，鼓励不了他",
abash,一次a当众痛殴basg， 会使他难堪、羞愧,
abase,一味看基础，只会降低自己的地位,
abeyance,碧昂斯能使你的计划中止、搁置。,
abhor,偶不活了， 我对这个世界深恶痛绝,
abdicate,阿布ab的弟弟di 正式放弃 了美食cate,
aberrant,阿布错误err地踩了只蚂蚁， 这事非常异常。,
abate,一只a 蝙蝠bat 能 减弱bate 减轻abate痛苦。,
abscond,阿布是刚到，就偷偷离开了,
abrogate,"阿布若abro出了这门gate, 就会被正式废除， 以后无视他的存在",
abrade,,
aboveboard,一切都拿到木板上来说， 绝对光明正大、无欺诈。,
abjure,俄不介abjure意发誓来放弃吸烟， 我会抵制吸烟诱惑的,
abridge ,一座桥梁缩短了距离,
abide,一个a人等待bide，要持续很久,
abject,我不介钱给他， 即使他很卑微，最后无精打采的走了， 背影看着很凄凉,
abominate,阿布憎恶别人对他命运的主宰,
abut,但是为什么是毗邻呢？,
abstruse,绝对值真的是复杂难懂的,
absurd,我不舍得从这个不合理的梦境中醒来,
abstemious,,
indulgent,在道济（济公 ）他的心里，人生就该放纵,
abuse,阿布喜欢滥用脏话来辱骂别人,
absolve,阿布能解决你的牢狱之灾，让你无罪,
abysmal,"阿布ab 是yes 膜mal法师, 水平不可估量great, 却闷声发大财， 极低 调",
accessory,虽然接近了，但也只是个打辅助的帮凶,
accost,在ac米兰花钱cost去搭讪accost,
accolade,一个a酷ccol小伙lad 表扬我、 非常赞赏我,
accede,在ac米兰测试得cede不错，赞成就任主教练一职,
accelerate,加速到光速， 会让事情提前发生， 质量变大,
acrimonious,酸到家的人也是刻薄的， 酸别人钱的人真刻薄,
acquiesce,ac米兰安静quie地默认了这些行为,
accumulate,累积cumulate的过程是逐渐增长的过程,
accrete,AC米兰创造了逐渐增长的奇迹。
acumen,敏锐的男人们有着特别的洞察力
adamant,亚当像只蚂蚁一样 不可动摇， 固执。
adore,谢耳朵喜欢并宠爱他的女友,
adulterate, 成年人adult快速变老，就是因为掺杂太多坏成分
adhere, 广告ad就贴这here，这是领袖说的，我们要坚定地支持、服从，紧紧依附在领导周围
addict, 广告的字典会让人看上瘾。
admonish, 广告是花钱的，不会是建议或责备顾客，公益还差不多
adulate, 阿杜迟到了，态度极其谄媚地在恭维老师
adjourn, 广告打在报纸媒体上，现在休会，延期再开看效果
adjunct, 广告连接junction了很多补充、 非必须物品
adventitious, 刚到来advent的天使它是后天成长的。
affinity, 在有限的事物里找到相似的东西，就会喜欢上。
aggravate, 墓穴总是重大的考古项目， 动墓会恶化健康， 让人恼火
advocate, 广告人的职业需要大力支持， 提倡五讲四美。
adversary, 敌对adverse的人当然是敌人
adumbrate, 一个a哑巴dumb飞速地rate 透露了他的想法， 预示着他快能说话了。
aggrandize, 想变grand宏伟的，就要提高自己
affluent, 生活一帆风顺，如此顺利， 一定是非常富裕的
affable, 阿福伯非常和蔼可亲。
alibi, 阿里巴巴逼得京东找借口跑了
aggrieve, 农业agri加入工g业化的前夕eve 使人非常苦恼、 悲痛。
agonize, 
agitate, 一a个git库被吃ate掉了， 会激起程序员的不满， 让人不安
alienate, 去外星除了疏远了关系， 还得转移、 变卖一切
aggress, 一a人在草地grass上行走gress, 走多了就挑衅、攻击别人。
agog, 之前ago有条狗g，对世界非常感兴趣 agog over.
alacrity, 阿拉ala批评critic别人，总能让人乐意、 欣然接受
allure  lure, 梦露的热情太诱惑了。
allude, 所有all 露lu着的de 安眠药lude都间接说明了他自杀未遂。
aloft loft, 顶楼位置很高。
aloof, 一个不会转舵（loof)的人总是不合群的。
altruism, 所有人都相信利他主义才是真的。
alleviate, 所有人all的d越轨deviate都是为了缓和、 减轻生活压力
allay, 铝al铺lay在地面可减震。
allegiance, 所有all的鹅e都无比巨大giant, 忠心不二
amalgamate, 阿妈ama 1个人访问其他公司，似乎是要合并。
amble, 能够able在这漫步amble，真是妙m啊
amiable, A米能拿冠军，因为是好相处的。
amicable, A米一个电报就能叫来，态度非常友善。
amenable, 阿门，我可以able对上帝的话非常服从
amenity, 阿门men，差c点就在城市city中舒适、 和谐地住下了。
amity, 是am个城市city都差c点 亲善和睦的关系。
ameliorate, 阿嬷ame, 站立li着或许or能改善 吃饭ate的胃口
ancillary, 一个门槛都过不去， 只能是次要的辅助了。
anathema, 一个在河马的诅咒
animus, 敌意
anecdote, 一个a脖子neck有点dot短的鹅的 小故事
anarchist, 一个老处于拱形状态（被压迫）的人会变成反抗政府、 权威的人。
anemic  enemy, 敌人enemy饿e了可是会缺乏力量、 精神的。
anesthetic, 有一a个窝nest 可以麻醉自己， 让自己麻木。
amorphous, morph 形态， 无固定形态的
betoken, 成为be标志token 预示了未来
bespeak, 是我在讲话，证明我已经预约了
bereave reave, 死神掠去reave亲人的生命，使他离开leave了我们。
berserk, 不b犯二e的人生rs犯起二er来可k是会让人疯狂的
bauble, 爸ba你u不喜欢那些花哨的小玩意了le?
billow, 这法案bill太低端low, 不会掀起什么巨浪，让社会翻腾。
blackball, 黑black球ball表示反对票
blackmail, 黑信去敲诈，才安全
blare bleat, 不烈的牛羊叫着 不理它
bloat, 不漏气，它最终膨胀起来了，要破了。
blossom, 不落blo叶森ssom林里的花开总是那么兴旺
bluff, 布老虎只能虚张声势吓唬人。
bode bide, 等待bide久了，总要面临bide，遭到一些事， 但之前都会有兆头， 预示这一切bode
bohemian, 吃薄荷面的人放荡不羁
bonhemie, 吃蚌bon合he米mi的人却是温和的人
bombard, bomb+arm+d 炸弹是武装势力的，不炮轰一下太浪费了
boo, 不！！！观众发出嘘声，喝着倒彩
botch, (天线宝宝)波bo它t奇ch怪的天赋， 笨手笨脚地弄坏事
bough, 抱不住这么粗大的树枝
bovine, 波爱玩葡萄藤，像牛一样的搞破坏，
bowdlerize, 弯腰bow来删改文章 得d了le
bower, 抱儿子在凉亭、 树荫下休息
brattish brat, 小孩，孩子气的，被宠坏的不礼貌的
pettish pet, 动物，动物气的，易怒的，使性子的
brawny brawn, 拥有发达臂力的肌肉brawn 是 棕色的brown
bray, bra胸罩发出射线ray， 致使人们惊叫、 狂按喇叭
rim grim brim trim, 酒从边缘的圆圈冷酷、残忍地溢出，只好修剪掉杯子的边缘
broil boil,  煮沸的水boil再热r点, 就可以拿来烧烤了。
bullion, 公牛打球像狮子一样，所以奖励了无数金条、银条
bumble, 虽然有帮宝适，但他说话太含糊了， 把事又弄糟了
burrow, bury埋的坑都一排一排 row的， 等别人来挖你这兔子的洞穴是吧
buxom, 别看她体态丰满，却不可生孩子了。
cadence, 一卡ca一瞪den 挺有韵律的。
callus, 叫我们老茧？你才老茧。
canker, 口腔溃疡可以can克服ker
caper, 盖帽cap的人er需要雀跃
capsize, 帽子cap的大小size能使船倾覆。
careen, 卡ca车car在排水沟reen里只能像船一样倾斜了。
carillon, car-ill-on， 汽车病了， 因为开到了编钟上
cemetery cement, 用水泥造成坟墓(use cement to build cemetery
chasten chaste, 一个不看胸部的恶人是纯洁的人， 恶人必然经由惩罚来磨炼自己
checker, 检查员也是蛮多样化的
cheetah cheese, A cheetah likes to eat cheese, 也确实奇怪的豹子
chic, 吃chi可c是最时髦的， 漂亮的活动。
chivalry, 吃
chore, 吃矿真是零星琐事。
chortle chart, 看到图，张着嘴o 开心地笑了。
clairvoyant, clair（清楚）＋voy（看）→看的清楚→有洞察力的
clench, 可另娶的机会还不紧紧握住， 咬牙坚持！！！
cliche, 单击click他he这个陈腐的思想
coffer, 喝咖啡的人喜欢用保险柜
commiserate commit, 看看做错事后瑟瑟发抖的速度，值得同情、 怜悯。
colloquy, 
complexion, 复杂的局面，我i站在山上on，脸色并不好。
complicity complicate, 做美食cate太复杂了， 要整个城市city 合谋才能做这道菜。
comport, 来come港口port这里才与你的举止相一致
calvalcade,
compulsory, 强制的让你义务来come拉pull，太对不起了sorry，
concoct, 糠con可co口c的t，只需经过食神的调制、 混合
condole, 糠con多do了le致死， 向来哀悼
congenital, 看见你头天生秃顶。
connubial, 康和各种牛逼的人有婚姻的关系。
consecrate, 
consonance, 
consort, 共同的con理想类型sort, 就希望成为自己的配偶。
conspectus, 一起看我们的大纲
constringe, 一起对字符串进行压缩处理
contumacy, 你们一起con涂tu马ma身上, 拒不服从 命令
contumely, 你们一起con涂tu我me身上，为什么这么无礼
cordial, 绳子的束缚也阻挡不了我像吃了兴奋剂一样的热诚的心。
convoy, 一起con护送，有事我vo医y
convene, 召集大家就是为了一起con， 赢vene(win)
cornice, 玉米挂在屋檐下，非常合适
corny, 谷物在英国和玉米在美国一样见多了， 是乡下的。
corpulent, corp躯体 上elent， 肥胖的
corpus corpse, 我们的身体就是全部资料， 死s了e才是尸体。
coruscate, 

molest, 莫mo去骚扰、 干扰他，以免lest出事
frisk risk brisk, 
recline, 
utensil, 你腾出手来才能用工具啊
muggy, 木mu头个g个g在闷热、潮湿天里如鱼得水。
effeminate, femin(女) 柔弱的。
delectation, 
stupefy stupid, 傻子就是被吓呆多次，吓出来的
despoil spoil boil, 死s开水boil变坏后， 被宠坏的孩子把它掠夺一空。
procrastinate, 赞成pro粗鲁crass锡罐头tin留在舞台上的不要拖延， 赶紧投票！！！


